name,beer,rating
Jeffrey Love,Redline Brewhouse: Clutch,10.0
Jeffrey Love,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
Jeffrey Love,Bellwoods Brewery: Jelly King,8.0
Jeffrey Love,Alexander Keiths: Red Amber Ale,5.0
Jeffrey Love,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
Jeffrey Love,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,9.0
Jeffrey Love,Grupo Modelo: Corona,7.0
Jeffrey Love,Brasserie Dieu De Ciel!: Peche Mortel,5.0
Jeffrey Love,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
Jeffrey Love,Mill Street Brewery: 100th Meridian,5.0
Jeffrey Love,Guiness: Guinness,5.0
Jeffrey Love,Coors Brewing Company: Coors Light,3.0
Jeffrey Love,Brasserie D'Achouffe: La Chouffe,7.0
Jeffrey Love,Sawdust City Brewing Co.: Little Norway,5.0
Jeffrey Love,Heineken: Heineken Lager,1.0
Robert Moreno,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
Robert Moreno,Redline Brewhouse: Clutch,8.0
Robert Moreno,Sawdust City Brewing Co.: Little Norway,7.0
Robert Moreno,Sawdust City Brewing Co.: Juicin,8.0
Robert Moreno,Heineken: Heineken Lager,3.0
Robert Moreno,Clifford Brewing Co.: Clifford Porter,9.0
Robert Moreno,Brasserie Dieu De Ciel!: Peche Mortel,10.0
Robert Moreno,Guiness: Guinness,6.0
Robert Moreno,Mill Street Brewery: 100th Meridian,4.0
Robert Moreno,Bellwoods Brewery: Jelly King,8.0
Robert Moreno,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
Robert Moreno,Alexander Keiths: Red Amber Ale,1.0
Robert Moreno,Sierra Nevada Brewing Co.: Pale Ale,7.0
Robert Moreno,Blue Moon Brewing Company: Blue Moon,3.0
Robert Moreno,Coors Brewing Company: Coors Light,1.0
Robert Moreno,Brasserie D'Achouffe: La Chouffe,7.0
Robert Moreno,Grupo Modelo: Corona,6.0
Robert Moreno,Side Launch Brewing Company: Side Launch Wheat,9.0
Robert Moreno,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
Robert Moreno,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
Michael Carroll,Heineken: Heineken Lager,4.0
Michael Carroll,Guiness: Guinness,6.0
Michael Carroll,Grupo Modelo: Corona,5.0
Michael Carroll,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
Dustin Williams,Brasserie Dieu De Ciel!: Peche Mortel,8.0
Dustin Williams,Blue Moon Brewing Company: Blue Moon,1.0
Dustin Williams,Brasserie D'Achouffe: La Chouffe,7.0
Dustin Williams,Sawdust City Brewing Co.: Juicin,8.0
Dustin Williams,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
Dustin Williams,Redline Brewhouse: Clutch,8.0
Dustin Williams,Bellwoods Brewery: Jelly King,10.0
Dustin Williams,Sierra Nevada Brewing Co.: Pale Ale,6.0
Dustin Williams,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
Dustin Williams,Side Launch Brewing Company: Side Launch Wheat,6.0
Dustin Williams,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
Dustin Williams,Heineken: Heineken Lager,1.0
Dustin Williams,Mill Street Brewery: 100th Meridian,3.0
Dustin Williams,Grupo Modelo: Corona,1.0
Dustin Williams,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
Dustin Williams,Coors Brewing Company: Coors Light,2.0
Dustin Williams,Guiness: Guinness,5.0
Dustin Williams,Clifford Brewing Co.: Clifford Porter,7.0
Jonathan Burton,Brasserie D'Achouffe: La Chouffe,6.0
Jonathan Burton,Guiness: Guinness,6.0
Jonathan Burton,Brewery Ommegang: Ommegang Pale Sour,7.0
Jonathan Burton,Bellwoods Brewery: Jelly King,8.0
Jonathan Burton,Redline Brewhouse: Clutch,7.0
Jonathan Burton,Black Oak Brewing Company: Beat The Heat,6.0
Jonathan Burton,Great Lakes Brewery: Great Lakes Lake Effect,6.0
Jonathan Burton,Rainhard Brewing Co.: Armed N' Citra,6.0
Jonathan Burton,Heineken: Heineken Lager,3.0
Jonathan Burton,Collective Arts Brewing: Stranger Than Fiction,7.0
Jonathan Burton,Grupo Modelo: Corona,6.0
Jonathan Burton,Rainhard Brewing Co.: Kapow! IPA,6.0
Jonathan Burton,Brickworks Ciderhouse: Batch: 1904,8.0
Jonathan Burton,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Jonathan Burton,Bellwoods Brewery: Jutsu,8.0
Jonathan Burton,High Road Brewing: Cloud Piercer,9.0
Jonathan Burton,Ace Hill Brewing Company: Ace Hill Pilsner,4.0
Jonathan Burton,Coors Brewing Company: Coors Light,4.0
Jonathan Burton,Side Launch Brewing Company: Side Launch Wheat,4.0
Jonathan Burton,Sawdust City Brewing Co.: Princess Wears Girl Pants,6.0
Jonathan Burton,Great Lakes Brewery: Canuck Pale Ale,5.0
Jonathan Burton,Brasserie Dieu De Ciel!: Peche Mortel,6.0
Jonathan Burton,Collective Arts Brewing: Rhyme & Reason,6.0
Jonathan Burton,Bench Brewing Company: Ball's Falls Session IPA,8.0
Jonathan Burton,McAuslan Brewing: St. Ambroise Oatmeal Stout,7.0
Jonathan Burton,Woodhouse Brewing Co.: Woodhouse Lager,7.0
Jonathan Burton,Sawdust City Brewing Co.: Juicin,8.0
Jonathan Burton,Sawdust City Brewing Co.: Lone Pine,7.0
Jonathan Burton,Bellwoods Brewery: Jelly King - Pink Guava,8.0
Jonathan Burton,Bellwoods Brewery: Double Jutsu,7.0
Jonathan Burton,The Collingwood Brewery: Rockwell,7.0
Jonathan Burton,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,9.0
Jonathan Burton,Alexander Keiths: Red Amber Ale,5.0
Jonathan Burton,Brouwerij Artois: Stella Artois,6.0
Jonathan Burton,Granville Island Brewing Company: English Bay Pale Ale,8.0
Jonathan Burton,Sawdust City Brewing Co.: Skinny Dippin' Stout,5.0
Daniel Gibson,Nickel Brook Brewing: Winey Bastard,8.0
Daniel Gibson,Alexander Keiths: Red Amber Ale,2.0
Daniel Gibson,Amsterdam Brewing Company: Fracture Imperial IPA,6.0
Daniel Gibson,Nickel Brook Brewing: Old Kentucky Bastard,8.0
Daniel Gibson,Collective Arts Brewing: Rhyme & Reason,6.0
Daniel Gibson,Isle de Garde Brasserie: American Pale Ale,8.0
Daniel Gibson,Bellwoods Brewery: Monogamy - Nelson Sauvin,7.0
Daniel Gibson,Le Trou Du Diable: Bar Volo 25th Anniversary Ale,8.0
Daniel Gibson,Brickworks Ciderhouse: Batch: 1904,6.0
Daniel Gibson,Bellwoods Brewery: Bring Out Your Dead,8.0
Daniel Gibson,Bellwoods Brewery: Double Jutsu,7.0
Daniel Gibson,Brasserie Dieu du Ciel!: Disco Soleil,8.0
Daniel Gibson,Unibroue: Blanche de Chambly,8.0
Daniel Gibson,Beaus All Natural Brewing Company: Festivale,5.0
Daniel Gibson,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Daniel Gibson,Amsterdam Brewing Company: All Natural Blonde,2.0
Daniel Gibson,Glutenberg: Glutenberg Blonde,6.0
Daniel Gibson,Amsterdam Brewing Company: 3 Speed,5.0
Daniel Gibson,Indie Ale House Brewing: Cock Puncher,9.0
Daniel Gibson,Bellwoods Brewery: Farmageddon - Niagara Montmorency Cherry,8.0
Daniel Gibson,Beaus All Natural Brewing Company: Beaver River I.P.Eh?,5.0
Daniel Gibson,Bellwoods Brewery: Roman Candle,8.0
Daniel Gibson,Bellwoods Brewery: Cat Lady IPA,8.0
Daniel Gibson,Nickel Brook Brewing: Über - Raspberry,8.0
Daniel Gibson,Mill Street Brewery: Cobblestone Stout,7.0
Daniel Gibson,Amsterdam Brewing Company: Big Wheel Deluxe Amber,3.0
Daniel Gibson,Brasserie Dieu du Ciel!: Herbe à détourne,8.0
Daniel Gibson,Amsterdam Brewing Company: Boneshaker,6.0
Daniel Gibson,Brooklyn Brewery: Brooklyn Lager,8.0
Daniel Gibson,Collective Arts Brewing: Stranger Than Fiction,6.0
Daniel Gibson,Double Trouble Brewing Co.: Hops and Robbers,4.0
Daniel Gibson,Blue Moon Brewing Company: Blue Moon,4.0
Daniel Gibson,Grupo Modelo: Corona,6.0
Daniel Gibson,Brasserie Dieu De Ciel!: Peche Mortel,8.0
Daniel Gibson,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,9.0
Daniel Gibson,Le Trou Du Diable: Dulcis Succubus - Brassin Special,9.0
Daniel Gibson,Brasserie Dieu du Ciel!: Dernière Volonté,8.0
Daniel Gibson,Brasserie Dieu du Ciel!: Dernière Volonté Réserve Spéciale En Fût De Pinot Noir,9.0
Daniel Gibson,Bellwoods Brewery: Jutsu,7.0
Daniel Gibson,High Road Brewing: Cloud Piercer,9.0
Daniel Gibson,Clifford Brewing Co.: Clifford Porter,6.0
Daniel Gibson,Bellwoods Brewery: Grandma's Boy,7.0
Daniel Gibson,Amsterdam Brewing Company: Framboise,5.0
Daniel Gibson,Labatt Ontario Breweries: Canadian Ale,3.0
Daniel Gibson,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,6.0
Daniel Gibson,MacKinnon Brothers Brewing: 8 Man,8.0
Daniel Gibson,Unibroue: Éphémère Apple,6.0
Daniel Gibson,Bellwoods Brewery: Witchshark,8.0
Daniel Gibson,Bellwoods Brewery: Monogamy - Mosaic,7.0
Daniel Gibson,Heineken: Heineken Lager,4.0
Daniel Gibson,Cameron's Brewing: RPA (Rye Pale Ale),5.0
Daniel Gibson,Amsterdam Brewing Company: Autumn Hop,1.0
Daniel Gibson,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,7.0
Daniel Gibson,Nickel Brook Brewing Company: Ceres,7.0
Daniel Gibson,Kensington Brewing Company: Fruit Stand Watermelon Wheat,6.0
Daniel Gibson,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,8.0
Daniel Gibson,Amsterdam Brewing Company: Howl,7.0
Daniel Gibson,Redline Brewhouse: Clutch,7.0
Daniel Gibson,Kensington Brewing Company: Baldwin FishEYE PA,7.0
Daniel Gibson,Black Oak Brewing: Black Oak Ten Bitter Years,8.0
Daniel Gibson,Bellwoods Brewery: Monogamy - Citra,7.0
Daniel Gibson,Flying Monkeys Craft Brewery: Hoptical Illusion,6.0
Daniel Gibson,Amsterdam Brewing Company: Downtown Brown,4.0
Daniel Gibson,Big Rig Brewery: Alpha Bomb,5.0
Daniel Gibson,Nickel Brook Brewing Company: Head Stock,6.0
Daniel Gibson,Nickel Brook Brewing: Café Del Bastardo,7.0
Daniel Gibson,Muskoka Brewery: Muskoka Harvest Ale,7.0
Daniel Gibson,Amsterdam Brewing: Amsterdam Tempest Imperial Stout,7.0
Daniel Gibson,Sawdust City Brewing Co.: Juicin,9.0
Daniel Gibson,Bellwoods Brewery: Farmageddon,7.0
Daniel Gibson,Brasserie Dieu du Ciel!: Grande Noirceur,8.0
Daniel Gibson,Beaus All Natural Brewing Company: Dark Helmüt,6.0
Daniel Gibson,Dominion City Brewing: Sunsplit IPA,8.0
Daniel Gibson,Nickel Brook Brewing: Cuvée (2016) - Bourbon Barrel-Aged,9.0
Daniel Gibson,Side Launch Brewing Company: Side Launch Wheat,9.0
Daniel Gibson,Ace Hill Brewing Company: Ace Hill Pilsner,2.0
Daniel Gibson,Amsterdam Brewing Company: Cruiser All Day Pale Ale,5.0
Daniel Gibson,Coors Brewing Company: Coors Light,2.0
Daniel Gibson,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,6.0
Daniel Gibson,Flying Monkeys Craft Brewery: Aurora Heart,7.0
Daniel Gibson,Bellwoods Brewery: Monogamy - Galaxy,7.0
Daniel Gibson,Bellwoods Brewery: Jelly King - Pink Guava,8.0
Daniel Gibson,Left Field Brewery: Left Field Laser Show,7.0
Daniel Gibson,Beaus All Natural Brewing Company: Full Time IPA,5.0
Daniel Gibson,Sawdust City Brewing Co.: Little Norway,7.0
Daniel Gibson,Cameron's Brewing: Cosmic Cream Ale,4.0
Daniel Gibson,Guiness: Guinness,7.0
Daniel Gibson,Kensington Brewing Company: Augusta Ale,6.0
Daniel Gibson,Sierra Nevada Brewing Co.: Pale Ale,7.0
Daniel Gibson,Brasserie D'Achouffe: La Chouffe,8.0
Daniel Gibson,Nickel Brook Brewing: Immodest,8.0
Daniel Gibson,Mill Street Brewery: 100th Meridian,5.0
Daniel Gibson,Big Rig Brewery: Gold Lagered Ale,6.0
Daniel Gibson,Nickel Brook Brewing Company: Bolshevik Bastard,7.0
Daniel Gibson,Amsterdam Brewing Company: (416) Local Lager,2.0
Daniel Gibson,Amsterdam Brewing: Amsterdam Barrel Aged Double Tempest,8.0
Daniel Gibson,Left Field Brewery: Greenwood,7.0
Daniel Gibson,Bellwoods Brewery: Boogie Monster,8.0
Daniel Gibson,Bench Brewing Company: Ball's Falls Session IPA,7.0
Daniel Gibson,Redline Brewhouse: Double Clutch,7.0
Daniel Gibson,Great Lakes Brewery: Chill Winston Grisette,8.0
Daniel Gibson,Sawdust City Brewing Co.: Gateway Kolsch,6.0
Daniel Gibson,The Collingwood Brewery: Rockwell,6.0
Daniel Gibson,Sawdust City Brewing Co.: Princess Wears Girl Pants,8.0
Daniel Gibson,Brewery Ommegang: Hennepin,8.0
Daniel Gibson,Sawdust City Brewing: Twin Pine,9.0
Daniel Gibson,Great Lakes Brewery: Great Lakes My Bitter Wife IPA,8.0
Daniel Gibson,High Road Brewing: Bronan,9.0
Daniel Gibson,Rainhard Brewing Co.: Armed N' Citra,7.0
Daniel Gibson,Brasserie Dieu du Ciel!: Aphrodite,9.0
Daniel Gibson,McAuslan Brewing: St. Ambroise Oatmeal Stout,8.0
Daniel Gibson,Bellwoods Brewery: Jelly King,8.0
Daniel Gibson,Glutenberg: Glutenberg American Pale Ale,8.0
Daniel Gibson,The Collingwood Brewery: 3-point Saison,8.0
Daniel Gibson,Brouwerij Artois: Stella Artois,5.0
Daniel Gibson,Great Lakes Brewery: Great Lakes Karma Citra IPA,9.0
Daniel Gibson,Great Lakes Brewery: Great Lakes Harry Porter,8.0
Daniel Gibson,Great Lakes Brewery: Great Lakes Thrust! An IPA,9.0
Daniel Gibson,Brasserie Dunham: Assemblage #9,8.0
Daniel Gibson,Sleeman Breweries Ltd.: Honey Brown Lager,2.0
Daniel Gibson,Brasserie Dieu du Ciel!: Immoralité,8.0
Daniel Gibson,High Park Brewery: Across the Pond,8.0
Daniel Gibson,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
Daniel Gibson,Great Lakes Brewery: Audrey Hopburn Belgian IPA,9.0
Daniel Gibson,Sawdust City Brewing Co.: Lone Pine,8.0
Daniel Gibson,Sawdust City Brewing Co.: Golden Beach,7.0
Daniel Gibson,Great Lakes Brewery: Great Lakes RoboHop,8.0
Daniel Gibson,Brewery Ommegang: Ommegang Pale Sour,6.0
Daniel Gibson,Great Lakes Brewery: Great Lakes / Bar Hop Hanlan’s Point,8.0
Daniel Gibson,Woodhouse Brewing Co.: Woodhouse Lager,7.0
Daniel Gibson,Hop City Brewing Co.: Barking Squirrel Lager,4.0
Daniel Gibson,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,9.0
Daniel Gibson,Great Lakes Brewery: Citraddiction XPA,8.0
Daniel Gibson,Great Lakes Brewery: Great Lakes Lake Effect,9.0
Daniel Gibson,Sleeman Breweries Ltd.: Dark,2.0
Daniel Gibson,Great Lakes Brewery: Canuck Pale Ale,6.0
Daniel Gibson,Rainhard Brewing Co.: Kapow! IPA,8.0
Daniel Gibson,Sleeman Breweries Ltd.: Clear,1.0
Daniel Gibson,Sawdust City Brewing Co.: Skinny Dippin' Stout,7.0
Daniel Gibson,The Collingwood Brewery: Downhill Pale Ale,6.0
Daniel Gibson,Mill Street Brewery: Original Organic,6.0
Daniel Gibson,Great Lakes Brewery: Harry Porter & The Bourbon Soaked Vanilla Bean,8.0
Emily Jones,Side Launch Brewing Company: Side Launch Wheat,4.0
Emily Jones,Clifford Brewing Co.: Clifford Porter,8.0
Emily Jones,Guiness: Guinness,9.0
Emily Jones,Beau's All Natural Brewing Company: Beau's Lugtread,10.0
Emily Jones,Grupo Modelo: Corona,10.0
Emily Jones,Sierra Nevada Brewing Co.: Pale Ale,8.0
Emily Jones,Coors Brewing Company: Coors Light,1.0
Emily Jones,Brasserie D'Achouffe: La Chouffe,8.0
Emily Jones,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,2.0
Emily Jones,Brasserie Dieu De Ciel!: Peche Mortel,7.0
Emily Jones,Mill Street Brewery: 100th Meridian,8.0
Emily Jones,Heineken: Heineken Lager,8.0
Emily Jones,Blue Moon Brewing Company: Blue Moon,5.0
Emily Jones,"Brouwerij Rodenbach: Rodenbach Grand Cru,",1.0
Emily Jones,Redline Brewhouse: Clutch,2.0
Emily Jones,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
Emily Jones,Alexander Keiths: Red Amber Ale,5.0
Emily Jones,Sawdust City Brewing Co.: Juicin,1.0
Emily Jones,Sawdust City Brewing Co.: Little Norway,8.0
Joseph Butler,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,5.0
Joseph Butler,Grupo Modelo: Corona,7.0
Joseph Butler,Bellwoods Brewery: Jelly King,9.0
Joseph Butler,Redline Brewhouse: Clutch,6.0
Joseph Butler,Sawdust City Brewing Co.: Juicin,5.0
Joseph Butler,Alexander Keiths: Red Amber Ale,7.0
Joseph Butler,Clifford Brewing Co.: Clifford Porter,3.0
Joseph Butler,Creemore Spring Brewery: Creemore Springs Premium Lager,8.0
Joseph Butler,Mill Street Brewery: 100th Meridian,8.0
Joseph Butler,Heineken: Heineken Lager,6.0
Joseph Butler,Coors Brewing Company: Coors Light,3.0
Joseph Butler,Sierra Nevada Brewing Co.: Pale Ale,7.0
Joseph Butler,Brasserie Dieu De Ciel!: Peche Mortel,4.0
Joseph Butler,Sawdust City Brewing Co.: Little Norway,7.0
Joseph Butler,Guiness: Guinness,5.0
Joseph Butler,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
Joseph Butler,Side Launch Brewing Company: Side Launch Wheat,6.0
Joseph Butler,Brasserie D'Achouffe: La Chouffe,4.0
Joseph Butler,Blue Moon Brewing Company: Blue Moon,8.0
Joseph Butler,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
Christopher Russell,Grupo Modelo: Corona,7.0
Christopher Russell,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
Christopher Russell,Guiness: Guinness,6.0
Christopher Russell,Coors Brewing Company: Coors Light,6.0
Christopher Russell,Heineken: Heineken Lager,8.0
Christopher Russell,Alexander Keiths: Red Amber Ale,6.0
Christopher Russell,Side Launch Brewing Company: Side Launch Wheat,6.0
Christopher Russell,Mill Street Brewery: 100th Meridian,7.0
Linda Strickland,Mill Street Brewery: 100th Meridian,6.0
Linda Strickland,Bellwoods Brewery: Jelly King,9.0
Linda Strickland,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Linda Strickland,Sierra Nevada Brewing Co.: Pale Ale,5.0
Linda Strickland,Coors Brewing Company: Coors Light,5.0
Linda Strickland,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
Linda Strickland,Guiness: Guinness,3.0
Linda Strickland,Blue Moon Brewing Company: Blue Moon,7.0
Linda Strickland,Side Launch Brewing Company: Side Launch Wheat,6.0
Linda Strickland,Brasserie D'Achouffe: La Chouffe,6.0
Linda Strickland,Grupo Modelo: Corona,8.0
Linda Strickland,Alexander Keiths: Red Amber Ale,3.0
Linda Strickland,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
Linda Strickland,Heineken: Heineken Lager,6.0
Robert Harris,Sierra Nevada Brewing Co.: Pale Ale,7.0
Robert Harris,Coors Brewing Company: Coors Light,2.0
Robert Harris,Guiness: Guinness,9.0
Robert Harris,Side Launch Brewing Company: Side Launch Wheat,6.0
Robert Harris,Heineken: Heineken Lager,5.0
Robert Harris,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
Robert Harris,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Robert Harris,Grupo Modelo: Corona,7.0
Robert Harris,Blue Moon Brewing Company: Blue Moon,7.0
Robert Harris,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
Deborah Church,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
Deborah Church,Side Launch Brewing Company: Side Launch Wheat,6.0
Deborah Church,Blue Moon Brewing Company: Blue Moon,7.0
Deborah Church,Heineken: Heineken Lager,5.0
Deborah Church,Guiness: Guinness,9.0
Deborah Church,Grupo Modelo: Corona,7.0
Deborah Church,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Deborah Church,Coors Brewing Company: Coors Light,2.0
Deborah Church,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
Deborah Church,Sierra Nevada Brewing Co.: Pale Ale,7.0
Bonnie Wise,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
Bonnie Wise,Mill Street Brewery: 100th Meridian,6.0
Bonnie Wise,Brasserie D'Achouffe: La Chouffe,8.0
Bonnie Wise,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
Bonnie Wise,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
Bonnie Wise,Blue Moon Brewing Company: Blue Moon,7.0
Bonnie Wise,Side Launch Brewing Company: Side Launch Wheat,6.0
Bonnie Wise,Sierra Nevada Brewing Co.: Pale Ale,9.0
Bonnie Wise,Bellwoods Brewery: Jelly King,9.0
Bonnie Wise,Sawdust City Brewing Co.: Little Norway,7.0
Bonnie Wise,Clifford Brewing Co.: Clifford Porter,7.0
Bonnie Wise,Heineken: Heineken Lager,2.0
Bonnie Wise,Redline Brewhouse: Clutch,7.0
Bonnie Wise,Grupo Modelo: Corona,2.0
Bonnie Wise,Alexander Keiths: Red Amber Ale,4.0
Bonnie Wise,Sawdust City Brewing Co.: Juicin,9.0
Bonnie Wise,Guiness: Guinness,6.0
Bonnie Wise,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
Bonnie Wise,Brasserie Dieu De Ciel!: Peche Mortel,10.0
Miss Diana Nelson,Alexander Keiths: Red Amber Ale,4.0
Miss Diana Nelson,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
Miss Diana Nelson,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
Miss Diana Nelson,Clifford Brewing Co.: Clifford Porter,9.0
Miss Diana Nelson,Mill Street Brewery: 100th Meridian,7.0
Miss Diana Nelson,Heineken: Heineken Lager,3.0
Miss Diana Nelson,Blue Moon Brewing Company: Blue Moon,7.0
Miss Diana Nelson,Brasserie Dieu De Ciel!: Peche Mortel,8.0
Miss Diana Nelson,Sawdust City Brewing Co.: Juicin,5.0
Miss Diana Nelson,Bellwoods Brewery: Jelly King,9.0
Miss Diana Nelson,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
Miss Diana Nelson,Side Launch Brewing Company: Side Launch Wheat,6.0
Miss Diana Nelson,Sierra Nevada Brewing Co.: Pale Ale,5.0
Miss Diana Nelson,Coors Brewing Company: Coors Light,2.0
Miss Diana Nelson,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,6.0
Miss Diana Nelson,Grupo Modelo: Corona,3.0
Miss Diana Nelson,Sawdust City Brewing Co.: Little Norway,5.0
Miss Diana Nelson,Guiness: Guinness,6.0
Miss Diana Nelson,Brasserie D'Achouffe: La Chouffe,7.0
Nathan Anderson,Heineken: Heineken Lager,9.0
Nathan Anderson,Blue Moon Brewing Company: Blue Moon,7.0
Nathan Anderson,Brasserie D'Achouffe: La Chouffe,7.0
Nathan Anderson,Coors Brewing Company: Coors Light,2.0
Nathan Anderson,Bellwoods Brewery: Jelly King,10.0
Nathan Anderson,Mill Street Brewery: 100th Meridian,3.0
Nathan Anderson,Grupo Modelo: Corona,7.0
Nathan Anderson,Creemore Spring Brewery: Creemore Springs Premium Lager,2.0
Nathan Anderson,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
Nathan Anderson,Alexander Keiths: Red Amber Ale,2.0
Nathan Anderson,Guiness: Guinness,2.0
Nathan Anderson,Sierra Nevada Brewing Co.: Pale Ale,4.0
Nathan Anderson,Side Launch Brewing Company: Side Launch Wheat,7.0
David Hodge,Bellwoods Brewery: Jelly King,8.0
David Hodge,Guiness: Guinness,3.0
David Hodge,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
David Hodge,Sawdust City Brewing Co.: Little Norway,3.0
David Hodge,Brasserie D'Achouffe: La Chouffe,7.0
David Hodge,Grupo Modelo: Corona,9.0
David Hodge,Redline Brewhouse: Clutch,7.0
David Hodge,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
David Hodge,Blue Moon Brewing Company: Blue Moon,4.0
David Hodge,Alexander Keiths: Red Amber Ale,1.0
David Hodge,Sawdust City Brewing Co.: Juicin,8.0
David Hodge,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,5.0
David Hodge,Heineken: Heineken Lager,1.0
David Hodge,Side Launch Brewing Company: Side Launch Wheat,4.0
David Hodge,"Brouwerij Rodenbach: Rodenbach Grand Cru,",5.0
David Hodge,Sierra Nevada Brewing Co.: Pale Ale,7.0
David Hodge,Brasserie Dieu De Ciel!: Peche Mortel,1.0
Gregory Kim,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
Gregory Kim,Grupo Modelo: Corona,4.0
Gregory Kim,Heineken: Heineken Lager,2.0
Gregory Kim,Coors Brewing Company: Coors Light,1.0
Gregory Kim,Side Launch Brewing Company: Side Launch Wheat,7.0
Gregory Kim,Alexander Keiths: Red Amber Ale,2.0
Gregory Kim,Blue Moon Brewing Company: Blue Moon,2.0
Gregory Kim,Guiness: Guinness,6.0
Gregory Kim,Sierra Nevada Brewing Co.: Pale Ale,7.0
Gregory Kim,Clifford Brewing Co.: Clifford Porter,7.0
Gregory Kim,Brasserie D'Achouffe: La Chouffe,4.0
Gregory Kim,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,6.0
Gregory Kim,Mill Street Brewery: 100th Meridian,5.0
Gregory Kim,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
Gregory Kim,Bellwoods Brewery: Jelly King,8.0
Tiffany Gaines,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
Tiffany Gaines,Sierra Nevada Brewing Co.: Pale Ale,10.0
Tiffany Gaines,Brasserie D'Achouffe: La Chouffe,7.0
Tiffany Gaines,Coors Brewing Company: Coors Light,7.0
Tiffany Gaines,Brasserie Dieu De Ciel!: Peche Mortel,7.0
Tiffany Gaines,Bellwoods Brewery: Jelly King,1.0
Tiffany Gaines,"Brouwerij Rodenbach: Rodenbach Grand Cru,",6.0
Tiffany Gaines,Grupo Modelo: Corona,10.0
Tiffany Gaines,Bellwoods Brewery: Jelly King,7.0
Tiffany Gaines,Redline Brewhouse: Clutch,1.0
Tiffany Gaines,Grupo Modelo: Corona,8.0
Tiffany Gaines,Mill Street Brewery: 100th Meridian,6.0
Tiffany Gaines,Mill Street Brewery: 100th Meridian,7.0
Tiffany Gaines,Side Launch Brewing Company: Side Launch Wheat,6.0
Tiffany Gaines,Alexander Keiths: Red Amber Ale,10.0
Tiffany Gaines,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
Tiffany Gaines,Heineken: Heineken Lager,1.0
Tiffany Gaines,Blue Moon Brewing Company: Blue Moon,8.0
Tiffany Gaines,Heineken: Heineken Lager,8.0
Tiffany Gaines,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
Tiffany Gaines,Sawdust City Brewing Co.: Little Norway,2.0
