name,beer,rating
Tiffany Gaines,Sawdust City Brewing Co.: Little Norway,5.0
Tiffany Gaines,Clifford Brewing Co.: Clifford Porter,5.0
Tiffany Gaines,Guiness: Guinness,10.0
Tiffany Gaines,Brasserie D'Achouffe: La Chouffe,8.0
Tiffany Gaines,Guiness: Guinness,6.0
Tiffany Gaines,Alexander Keiths: Red Amber Ale,6.0
Tiffany Gaines,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
Tiffany Gaines,Side Launch Brewing Company: Side Launch Wheat,7.0
Nicholas Miller,Side Launch Brewing Company: Side Launch Wheat,7.0
Nicholas Miller,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
Nicholas Miller,Blue Moon Brewing Company: Blue Moon,4.0
Nicholas Miller,Sawdust City Brewing Co.: Little Norway,7.0
Nicholas Miller,Coors Brewing Company: Coors Light,1.0
Nicholas Miller,Guiness: Guinness,7.0
Nicholas Miller,Alexander Keiths: Red Amber Ale,2.0
Nicholas Miller,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
Nicholas Miller,Heineken: Heineken Lager,3.0
Nicholas Miller,Mill Street Brewery: 100th Meridian,6.0
Nicholas Miller,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
Nicholas Miller,Sawdust City Brewing Co.: Juicin,8.0
Nicholas Miller,Grupo Modelo: Corona,5.0
Sarah Moon,Brasserie Dieu De Ciel!: Peche Mortel,4.0
Sarah Moon,Creemore Spring Brewery: Creemore Springs Premium Lager,10.0
Sarah Moon,Guiness: Guinness,10.0
Sarah Moon,Blue Moon Brewing Company: Blue Moon,4.0
Sarah Moon,Heineken: Heineken Lager,2.0
Sarah Moon,Brasserie D'Achouffe: La Chouffe,7.0
Sarah Moon,Coors Brewing Company: Coors Light,1.0
Sarah Moon,Sawdust City Brewing Co.: Juicin,7.0
Sarah Moon,Beau's All Natural Brewing Company: Beau's Lugtread,10.0
Sarah Moon,Grupo Modelo: Corona,1.0
Sarah Moon,Alexander Keiths: Red Amber Ale,5.0
Sarah Moon,Sawdust City Brewing Co.: Little Norway,6.0
Sarah Moon,"Brouwerij Rodenbach: Rodenbach Grand Cru,",3.0
Sarah Moon,Bellwoods Brewery: Jelly King,4.0
Sarah Moon,Mill Street Brewery: 100th Meridian,9.0
Sarah Moon,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,10.0
Charles Allen,Side Launch Brewing Company: Side Launch Wheat,8.0
Charles Allen,Bellwoods Brewery: Jelly King,9.0
Charles Allen,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
Charles Allen,Brasserie D'Achouffe: La Chouffe,9.0
Charles Allen,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Charles Allen,Blue Moon Brewing Company: Blue Moon,5.0
Charles Allen,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
Charles Allen,Coors Brewing Company: Coors Light,2.0
Charles Allen,Mill Street Brewery: 100th Meridian,5.0
Charles Allen,Alexander Keiths: Red Amber Ale,5.0
Charles Allen,Heineken: Heineken Lager,3.0
Charles Allen,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
Charles Allen,Guiness: Guinness,5.0
Charles Allen,Brasserie Dieu De Ciel!: Peche Mortel,5.0
Charles Allen,Grupo Modelo: Corona,3.0
Aaron Clark,Grupo Modelo: Corona,5.0
Aaron Clark,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
Aaron Clark,Alexander Keiths: Red Amber Ale,4.0
Aaron Clark,Brasserie Dieu De Ciel!: Peche Mortel,6.0
Aaron Clark,Blue Moon Brewing Company: Blue Moon,9.0
Aaron Clark,Sierra Nevada Brewing Co.: Pale Ale,7.0
Aaron Clark,Sawdust City Brewing Co.: Juicin,7.0
Aaron Clark,Heineken: Heineken Lager,6.0
Aaron Clark,Mill Street Brewery: 100th Meridian,5.0
Aaron Clark,Brasserie D'Achouffe: La Chouffe,8.0
Aaron Clark,Guiness: Guinness,4.0
Aaron Clark,Side Launch Brewing Company: Side Launch Wheat,8.0
Aaron Clark,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
Aaron Clark,Bellwoods Brewery: Jelly King,9.0
Aaron Clark,Sawdust City Brewing Co.: Little Norway,7.0
Aaron Clark,Coors Brewing Company: Coors Light,5.0
Aaron Clark,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
Andrea Washington,Redline Brewhouse: Clutch,2.0
Andrea Washington,Mill Street Brewery: 100th Meridian,5.0
Andrea Washington,Coors Brewing Company: Coors Light,8.0
Andrea Washington,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,2.0
Andrea Washington,Alexander Keiths: Red Amber Ale,2.0
Andrea Washington,Clifford Brewing Co.: Clifford Porter,3.0
Andrea Washington,Sierra Nevada Brewing Co.: Pale Ale,4.0
Andrea Washington,Sawdust City Brewing Co.: Juicin,2.0
Andrea Washington,Guiness: Guinness,9.0
Andrea Washington,Blue Moon Brewing Company: Blue Moon,8.0
Andrea Washington,"Brouwerij Rodenbach: Rodenbach Grand Cru,",3.0
Andrea Washington,Bellwoods Brewery: Jelly King,10.0
Andrea Washington,Sawdust City Brewing Co.: Little Norway,8.0
Andrea Washington,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
Andrea Washington,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Andrea Washington,Brasserie Dieu De Ciel!: Peche Mortel,6.0
Andrea Washington,Grupo Modelo: Corona,6.0
Andrea Washington,Heineken: Heineken Lager,3.0
Andrea Washington,Brasserie D'Achouffe: La Chouffe,7.0
Andrea Washington,Side Launch Brewing Company: Side Launch Wheat,7.0
Kim Scott,Clifford Brewing Co.: Clifford Porter,9.0
Kim Scott,Guiness: Guinness,3.0
Kim Scott,Coors Brewing Company: Coors Light,1.0
Kim Scott,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
Kim Scott,Alexander Keiths: Red Amber Ale,7.0
Kim Scott,Mill Street Brewery: 100th Meridian,7.0
Kim Scott,Blue Moon Brewing Company: Blue Moon,6.0
Kim Scott,Grupo Modelo: Corona,5.0
Kim Scott,Redline Brewhouse: Clutch,8.0
Kim Scott,Side Launch Brewing Company: Side Launch Wheat,8.0
Kim Scott,Brasserie Dieu De Ciel!: Peche Mortel,9.0
Kim Scott,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
Nicholas Johnson,Coors Brewing Company: Coors Light,5.0
Nicholas Johnson,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
Nicholas Johnson,Grupo Modelo: Corona,8.0
Nicholas Johnson,Heineken: Heineken Lager,10.0
Nicholas Johnson,Blue Moon Brewing Company: Blue Moon,7.0
Nicholas Johnson,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
Nicholas Johnson,Alexander Keiths: Red Amber Ale,1.0
Nicholas Johnson,Clifford Brewing Co.: Clifford Porter,6.0
Nicholas Johnson,Creemore Spring Brewery: Creemore Springs Premium Lager,9.0
Nicholas Johnson,Guiness: Guinness,5.0
Nicholas Johnson,Mill Street Brewery: 100th Meridian,7.0
Joshua Davis,Blue Moon Brewing Company: Blue Moon,7.0
Joshua Davis,Coors Brewing Company: Coors Light,2.0
Joshua Davis,Side Launch Brewing Company: Side Launch Wheat,7.0
Joshua Davis,Sawdust City Brewing Co.: Juicin,7.0
Joshua Davis,Bellwoods Brewery: Jelly King,2.0
Joshua Davis,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
Joshua Davis,Grupo Modelo: Corona,5.0
Joshua Davis,Mill Street Brewery: 100th Meridian,6.0
Joshua Davis,Alexander Keiths: Red Amber Ale,3.0
Joshua Davis,Guiness: Guinness,5.0
Joshua Davis,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
Joshua Davis,Heineken: Heineken Lager,3.0
Melanie Boyle,Alexander Keiths: Red Amber Ale,5.0
Melanie Boyle,Heineken: Heineken Lager,1.0
Melanie Boyle,Side Launch Brewing Company: Side Launch Wheat,8.0
Melanie Boyle,Blue Moon Brewing Company: Blue Moon,3.0
Melanie Boyle,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
Melanie Boyle,Mill Street Brewery: 100th Meridian,4.0
Melanie Boyle,Bellwoods Brewery: Jelly King,8.0
Melanie Boyle,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
Melanie Boyle,Guiness: Guinness,5.0
Melanie Boyle,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
Melanie Boyle,Grupo Modelo: Corona,1.0
Melanie Boyle,Brasserie D'Achouffe: La Chouffe,8.0
Melanie Boyle,Coors Brewing Company: Coors Light,1.0
John Martin,Brasserie Dieu du Ciel!: Aphrodite,8.0
John Martin,Rainhard Brewing Co.: Kapow! IPA,7.0
John Martin,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,6.0
John Martin,Brouwerij Artois: Stella Artois,2.0
John Martin,Sleeman Breweries Ltd.: Dark,2.0
John Martin,Wellington Brewery: Iron Duke,1.0
John Martin,High Road Brewing: Bronan,8.0
John Martin,Sleeman Breweries Ltd.: Honey Brown Lager,2.0
John Martin,Brasserie Dieu du Ciel!: Blanche Neige,8.0
John Martin,Mill Street Brewery: 100th Meridian,5.0
John Martin,Great Lakes Brewery: Devil's Pale Ale 666,6.0
John Martin,Molson Breweries of Canada: Canadian Light,1.0
John Martin,Collective Arts Brewing: Jam up the Mash,8.0
John Martin,Molson Breweries of Canada: Carling,1.0
John Martin,Great Lakes Brewery: Blonde Lager,6.0
John Martin,Redline Brewhouse: Double Clutch,1.0
John Martin,High Park Brewery: Across the Pond,9.0
John Martin,Hop City Brewing Co.: Barking Squirrel Lager,6.0
John Martin,Le Trou Du Diable: Apocalypso,8.0
John Martin,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
John Martin,Woodhouse Brewing Co.: Woodhouse Lager,5.0
John Martin,Rainhard Brewing Co.: Armed N' Citra,6.0
John Martin,McAuslan Brewing: St. Ambroise Oatmeal Stout,7.0
John Martin,Hop City Brewing Co.: 8th Sin Black Lager,6.0
John Martin,Sawdust City Brewing Co.: Little Norway,6.0
John Martin,Great Lakes Brewery: Canuck Pale Ale,6.0
John Martin,Wellington Brewery: Bewitched Belgian,1.0
John Martin,Sleeman Breweries Ltd.: Clear,2.0
John Martin,Lagunitas Brewing Company: A Little Sumpin' Sumpin',9.0
John Martin,Hop City Brewing Co.: Hopbot IPA,6.0
John Martin,Left Field Brewery: Left Field Laser Show,7.0
John Martin,Lagunitas Brewing Company: A Little Sumpin' Extra,8.0
John Martin,Brewery Ommegang: Ommegang Pale Sour,7.0
John Martin,Heineken: Heineken Lager,2.0
John Martin,Great Lakes Brewery: Great Lakes Lake Effect,6.0
John Martin,Left Field Brewery: Greenwood,8.0
John Martin,Mill Street Brewery: Original Organic,5.0
John Martin,Collective Arts Brewing: Stranger Than Fiction,7.0
John Martin,The Collingwood Brewery: Downhill Pale Ale,8.0
John Martin,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,6.0
John Martin,Wellington Brewery: Helles Bock,1.0
John Martin,Bellwoods Brewery: Skeleton Key,10.0
John Martin,Molson Breweries of Canada: Dominion Ale,1.0
John Martin,Hop City Brewing Co.: Big Mouth Pale Ale,6.0
John Martin,The Collingwood Brewery: Rockwell,6.0
John Martin,Creemore Spring Brewery: Creemore Springs Premium Lager,8.0
John Martin,Mill Street Brewery: IPA (India Pale Ale),5.0
John Martin,Unibroue: Blonde de Chambly,8.0
John Martin,Collective Arts Brewing: IPA No. 1,7.0
John Martin,McAuslan Brewing: Griffon Extra Blonde,8.0
John Martin,Side Launch Brewing Company: Side Launch Wheat,6.0
John Martin,Unibroue: Éphémère Blackcurrant,8.0
John Martin,Mill Street Brewery: Belgian Pale Ale,4.0
John Martin,Brooklyn Brewery: Insulated Lager,9.0
John Martin,Kensington Brewing Company: India Pale Ale,8.0
John Martin,Nickel Brook Brewing: Old Kentucky Bastard,9.0
John Martin,Brasserie D'Achouffe: La Chouffe,9.0
John Martin,Brooklyn Brewery: Defender IPA,9.0
John Martin,Nickel Brook Brewing: Cuvée (2016) - Bourbon Barrel-Aged,10.0
John Martin,Unibroue: Éphémère Apple,7.0
John Martin,McAuslan Brewing: Griffon Brown Ale,8.0
John Martin,Labatt Ontario Breweries: Classic Porter,4.0
John Martin,Molson Breweries of Canada: Full Moon Winter Ale,1.0
John Martin,Lagunitas Brewing Company: Imperial Red Ale,9.0
John Martin,Glutenberg: Glutenberg Red,5.0
John Martin,Unibroue: Éphémère Cherry,9.0
John Martin,Glutenberg: Glutenberg American Pale Ale,5.0
John Martin,Labatt Ontario Breweries: Blue Citra,4.0
John Martin,Brooklyn Brewery: Brooklyn Pilsner,9.0
John Martin,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
John Martin,Glutenberg: Glutenberg Blonde,5.0
John Martin,Microbrasserie Le Prospecteur: Blonde du Prospecteur,9.0
John Martin,Collective Arts Brewing: Collective Project: Guava Gose,6.0
John Martin,MacKinnon Brothers Brewing: 8 Man,9.0
John Martin,Glutenberg: Glutenberg India Pale Ale,5.0
John Martin,Blue Moon Brewing Company: Blue Moon,1.0
John Martin,Beaus All Natural Brewing Company: Full Time IPA,8.0
John Martin,Amsterdam Brewing Company: Boneshaker,4.0
John Martin,Grupo Modelo: Corona,2.0
John Martin,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
John Martin,Nickel Brook Brewing: Wicked Awesome IPA,7.0
John Martin,Brooklyn Brewery: Brooklyn Lager,9.0
John Martin,Labatt Ontario Breweries: Canadian Ale,4.0
John Martin,Mill Street Brewery: Belgian Wit,5.0
John Martin,Creemore Spring Brewery: Creemore Springs Traditional Pilsner,6.0
John Martin,Brasserie Dieu De Ciel!: Peche Mortel,7.0
John Martin,Sierra Nevada Brewing Co.: Pale Ale,5.0
John Martin,Brooklyn Brewery: Brooklyn Oktoberfest,10.0
John Martin,Unibroue: Blanche de Chambly,9.0
John Martin,Brooklyn Brewery: Brooklyn BAMBoozle,7.0
John Martin,Microbrasserie Le Naufrageur: Carrick,9.0
John Martin,Creemore Spring Brewery: Creemore Springs Kellerbier,6.0
John Martin,Labatt Ontario Breweries: Canadian Style Wheat Ale - Prohibition Series,4.0
John Martin,Lagunitas Brewing Company: Brown Shugga',9.0
John Martin,Brooklyn Brewery: Brooklyn East India Pale Ale,8.0
John Martin,Kensington Brewing Company: Baldwin FishEYE PA,8.0
John Martin,Redline Brewhouse: Clutch,1.0
John Martin,Brooklyn Brewery: Brooklyn Summer Ale,8.0
John Martin,Flying Monkeys Craft Brewery: Hoptical Illusion,8.0
John Martin,Brooklyn Brewery: Brooklyn Brown Ale,9.0
John Martin,Guiness: Guinness,6.0
John Martin,Lagunitas Brewing Company: Imperial Stout,9.0
John Martin,Bellwoods Brewery: Jutsu,6.0
John Martin,Mill Street Brewery: Big League IPA,5.0
John Martin,Microbrasserie Le Naufrageur: Colborne,9.0
John Martin,McAuslan Brewing: Griffon Ale Rousse,8.0
John Martin,Unibroue: Don De Dieu,8.0
John Martin,Brooklyn Brewery: Brooklyn Dry Irish Stout,8.0
John Martin,Brooklyn Brewery: Brooklyn Pennant Ale,8.0
John Martin,Labatt Ontario Breweries: Brown Ale,4.0
John Martin,Bellwoods Brewery: Skeleton Key - Coffee,10.0
John Martin,Brooklyn Brewery: Brooklyn Winter Lager,9.0
John Martin,Microbrasserie Le Prospecteur: Blanche du Prospecteur,9.0
John Martin,Nickel Brook Brewing: Über - Raspberry,9.0
John Martin,Ace Hill Brewing Company: Ace Hill Pilsner,3.0
John Martin,Brooklyn Brewery: Brooklyn Winter Ale,9.0
John Martin,Lagunitas Brewing Company: DayTime IPA,8.0
John Martin,Brewery Ommegang: Bourbon Barrel Adoration,8.0
John Martin,Mill Street Brewery: Coffee Porter,4.0
John Martin,Bellwoods Brewery: Cat Lady IPA,8.0
John Martin,Muskoka Brewery: Muskoka Harvest Ale,6.0
John Martin,Brewery Ommegang: Brut IPA,8.0
John Martin,Lagunitas Brewing Company: Imperial Pils,9.0
John Martin,Collective Arts Brewing: Life in the Clouds,6.0
John Martin,Coors Brewing Company: Coors Light,1.0
John Martin,Mill Street Brewery: Cobblestone Stout,7.0
John Martin,Alexander Keiths: Red Amber Ale,5.0
John Martin,Brewery Ommegang: Bourbon Barrel Aged Three Philosophers,10.0
John Martin,Brewery Ommegang: Hennepin,9.0
John Martin,Sawdust City Brewing Co.: Skinny Dippin' Stout,6.0
John Martin,Bellwoods Brewery: Jelly King,7.0
Jill Curtis,Bellwoods Brewery: Skeleton Key - Coffee,7.0
Jill Curtis,Sawdust City Brewing Co.: Juicin,8.0
Jill Curtis,Molson Breweries of Canada: Caffrey's Irish Ale,1.0
Jill Curtis,Brewery Ommegang: Ommegang Pale Sour,7.0
Jill Curtis,Bellwoods Brewery: Double Jutsu,9.0
Jill Curtis,Unibroue: Audaciter,6.0
Jill Curtis,Mill Street Brewery: Grapefruit League India Pale Ale,3.0
Jill Curtis,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,6.0
Jill Curtis,Sawdust City Brewing: Twin Pine,7.0
Jill Curtis,Guiness: Guinness,9.0
Jill Curtis,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,6.0
Jill Curtis,Collective Arts Brewing: Collective Project: Sour Dry Hop Ale - Passion Fruit And Peach,5.0
Jill Curtis,San Francisco Brewing Co.: Broadway IPA,7.0
Jill Curtis,High Park Brewery: Across the Pond,7.0
Jill Curtis,McAuslan Brewing: St. Ambroise Oatmeal Stout,8.0
Jill Curtis,Unibroue: 1837,7.0
Jill Curtis,Unibroue: Ephemere Strawberry & Rhubarb,5.0
Jill Curtis,Sawdust City Brewing Co.: Little Norway,6.0
Jill Curtis,Redline Brewhouse: Double Clutch,9.0
Jill Curtis,Sawdust City Brewing Co.: Lone Pine,8.0
Jill Curtis,Brasserie Dieu De Ciel!: Peche Mortel,9.0
Jill Curtis,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
Jill Curtis,High Road Brewing: Bronan,9.0
Jill Curtis,Sierra Nevada Brewing Co.: Pale Ale,6.0
Jill Curtis,The Collingwood Brewery: Rockwell,5.0
Jill Curtis,Bellwoods Brewery: Milkshark - Guava,8.0
Jill Curtis,Collective Arts Brewing: Rhyme & Reason,5.0
Jill Curtis,Sawdust City Brewing Co.: Golden Beach,9.0
Jill Curtis,Brooklyn Brewery: Brooklyn Lager,6.0
Jill Curtis,Bellwoods Brewery: Roman Candle,7.0
Jill Curtis,Bellwoods Brewery: Monogamy - Citra,8.0
Jill Curtis,Brasserie Dieu du Ciel!: Aphrodite,8.0
Jill Curtis,Bellwoods Brewery: Monogamy - Galaxy,7.0
Jill Curtis,Flying Monkeys Craft Brewery: Hoptical Illusion,6.0
Jill Curtis,Bellwoods Brewery: Boogie Monster,7.0
Jill Curtis,Sawdust City Brewing Co.: Princess Wears Girl Pants,8.0
Jill Curtis,Collective Arts Brewing: Collective Project: Guava Gose,7.0
Jill Curtis,Bellwoods Brewery: Monogamy - Mosaic,6.0
Jill Curtis,Mill Street Brewery: IPA (India Pale Ale),2.0
Jill Curtis,MacKinnon Brothers Brewing: 8 Man,7.0
Jill Curtis,Blue Moon Brewing Company: Blue Moon,6.0
Jill Curtis,Granville Island Brewing Company: English Bay Pale Ale,5.0
Jill Curtis,Alexander Keiths: Red Amber Ale,4.0
Jill Curtis,Sleeman Breweries Ltd.: Dark,2.0
Jill Curtis,The Collingwood Brewery: Downhill Pale Ale,5.0
Jill Curtis,Left Field Brewery: Bricks & Mortar,7.0
Jill Curtis,Collective Arts Brewing: Basil & Cranberry,6.0
Jill Curtis,Collective Arts Brewing: Jam up the Mash,6.0
Jill Curtis,Brickworks Ciderhouse: Batch: 1904,7.0
Jill Curtis,Glutenberg: Glutenberg Blonde,6.0
Jill Curtis,Bellwoods Brewery: Skeleton Key - Coconut,6.0
Jill Curtis,Granville Island Brewing Company: Hefeweizen,5.0
Jill Curtis,Coors Brewing Company: Coors Light,3.0
Jill Curtis,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
Jill Curtis,Mill Street Brewery: Original Organic,5.0
Jill Curtis,Collective Arts Brewing: Dark Fruit Gose,7.0
Jill Curtis,Bellwoods Brewery: Jelly King,9.0
Jill Curtis,Brooklyn Brewery: Bel Air Sour,6.0
Jill Curtis,Woodhouse Brewing Co.: Woodhouse Lager,5.0
Jill Curtis,Brasserie D'Achouffe: La Chouffe,9.0
Jill Curtis,Sawdust City Brewing Co.: Gateway Kolsch,6.0
Jill Curtis,Left Field Brewery: Left Field Laser Show,6.0
Jill Curtis,Granville Island Brewing Company: Cypress Honey Lager,6.0
Jill Curtis,Collective Arts Brewing: Imperial Porter Bourbon Barrel-Aged 2018 Release,6.0
Jill Curtis,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,5.0
Jill Curtis,Brasserie Dunham: Berliner Mango Weisse,6.0
Jill Curtis,Heineken: Heineken Lager,3.0
Jill Curtis,Sleeman Breweries Ltd.: Clear,3.0
Jill Curtis,Brooklyn Brewery: Hopfen-Weisse,6.0
Jill Curtis,Redline Brewhouse: Clutch,8.0
Jill Curtis,The Collingwood Brewery: 3-point Saison,6.0
Jill Curtis,Brouwerij Artois: Stella Artois,4.0
Jill Curtis,Wellington Brewery: Helles Bock,5.0
Jill Curtis,Side Launch Brewing Company: Side Launch Wheat,8.0
Jill Curtis,Granville Island Brewing Company: False Creek Raspberry Ale,4.0
Jill Curtis,Molson Breweries of Canada: Canadian Light,1.0
Jill Curtis,Sawdust City Brewing Co.: Skinny Dippin' Stout,7.0
Jill Curtis,Brooklyn Brewery: Gold Standard Export Kellerbier,7.0
Jill Curtis,Sleeman Breweries Ltd.: Honey Brown Lager,2.0
Jill Curtis,Collective Arts Brewing: Collective Project: Dry Hop Sour,8.0
Jill Curtis,Bellwoods Brewery: Lost River Baltic Porter,6.0
Jill Curtis,Bellwoods Brewery: Farmageddon,8.0
Jill Curtis,Bellwoods Brewery: Jelly King - Pink Guava,9.0
Jill Curtis,Brasserie Dunham: Berliner Melon Weisse,7.0
Jill Curtis,Bellwoods Brewery: Cat Lady IPA,6.0
Jill Curtis,Granville Island Brewing Company: Island Lager,5.0
Jill Curtis,Collective Arts Brewing: Collective Project: Sour Dry Hopped with Raspberry,6.0
Jill Curtis,Labatt Ontario Breweries: Canadian Ale,1.0
Jill Curtis,Ace Hill Brewing Company: Ace Hill Pilsner,4.0
Jill Curtis,Bellwoods Brewery: Milkshark - Pineapple,8.0
Jill Curtis,Labatt Ontario Breweries: Canadian Style Wheat Ale - Prohibition Series,1.0
Jill Curtis,Bellwoods Brewery: Farmageddon - Niagara Montmorency Cherry,7.0
Jill Curtis,Beyond the Pale Brewing: Saison Tropicale,8.0
Jill Curtis,A l'abri de la Tempête: Corne de Brume,7.0
Jill Curtis,Hop City Brewing Co.: Barking Squirrel Lager,5.0
Jill Curtis,Bellwoods Brewery: Witchshark,8.0
Jill Curtis,Rainhard Brewing Co.: Armed N' Citra,7.0
Jill Curtis,Labatt Ontario Breweries: Classic Porter,1.0
Jill Curtis,Amsterdam Brewing: Amsterdam / Great Lakes Life Sentence,4.0
Jill Curtis,Kensington Brewing Company: Fruit Stand Watermelon Wheat,4.0
Jill Curtis,Grupo Modelo: Corona,5.0
Jill Curtis,Bellwoods Brewery: Cat Lady - Double Dry-Hopped,8.0
Jill Curtis,Kensington Brewing Company: India Pale Ale,4.0
Jill Curtis,Amsterdam Brewing Company: Boneshaker,6.0
Jill Curtis,Nickel Brook Brewing: Old Kentucky Bastard,7.0
Jill Curtis,Amsterdam Brewing: Amsterdam Tempest Imperial Stout,4.0
Jill Curtis,Amsterdam Brewing: Amsterdam Barrel Aged Double Tempest,5.0
Jill Curtis,Labatt Ontario Breweries: Brown Ale,1.0
Jill Curtis,Bellwoods Brewery: Jutsu,8.0
Jill Curtis,Muskoka Brewery: Muskoka Harvest Ale,3.0
Jill Curtis,Bellwoods Brewery: Hellwoods,7.0
Jill Curtis,Amsterdam Brewing Company: All Natural Blonde,4.0
Jill Curtis,Molson Breweries of Canada: Carling,1.0
Jill Curtis,Nickel Brook Brewing: Über - Raspberry,8.0
Jill Curtis,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,3.0
Jill Curtis,Indie Ale House Brewing: Ritual Madness,7.0
Jill Curtis,Lagunitas Brewing Company: Dry-Hopped Censored Ale,4.0
Jill Curtis,Bellwoods Brewery: 3 Minutes To Midnight,6.0
Jill Curtis,Rainhard Brewing Co.: Kapow! IPA,8.0
Jill Curtis,Bellwoods Brewery: Monogamy - Nelson Sauvin,8.0
Jill Curtis,High Road Brewing: Cloud Piercer,8.0
Heather Reed,Bellwoods Brewery: Jelly King,9.0
Heather Reed,Coors Brewing Company: Coors Light,1.0
Heather Reed,Blue Moon Brewing Company: Blue Moon,9.0
Heather Reed,Grupo Modelo: Corona,4.0
Heather Reed,Guiness: Guinness,9.0
Heather Reed,Heineken: Heineken Lager,7.0
Heather Reed,Sawdust City Brewing Co.: Little Norway,5.0
Heather Reed,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
Heather Reed,Brasserie D'Achouffe: La Chouffe,8.0
Heather Reed,Redline Brewhouse: Clutch,10.0
Heather Reed,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Heather Reed,Side Launch Brewing Company: Side Launch Wheat,9.0
Heather Reed,Sawdust City Brewing Co.: Juicin,9.0
Elizabeth Hogan,Sawdust City Brewing Co.: Juicin,8.0
Elizabeth Hogan,Unibroue: Ephemere Strawberry & Rhubarb,6.0
Elizabeth Hogan,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
Elizabeth Hogan,High Park Brewery: Across the Pond,7.0
Elizabeth Hogan,Bellwoods Brewery: Monogamy - Galaxy,9.0
Elizabeth Hogan,Bellwoods Brewery: Jutsu,9.0
Elizabeth Hogan,Mill Street Brewery: 100th Meridian,4.0
Elizabeth Hogan,Indie Ale House Brewing: Cock Puncher,5.0
Elizabeth Hogan,Collective Arts Brewing: Life in the Clouds,7.0
Elizabeth Hogan,Redline Brewhouse: Double Clutch,9.0
Elizabeth Hogan,Spearhead Brewing Company: Belgian Style Stout,5.0
Elizabeth Hogan,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,6.0
Elizabeth Hogan,Junction Craft Brewing: Engineers,6.0
Elizabeth Hogan,Great Lakes Brewery: Great Lakes Lake Effect,5.0
Elizabeth Hogan,Lake of Bays Brewing Company: Crosswind Pale Ale,5.0
Elizabeth Hogan,Mill Street Brewery: Original Organic,4.0
Elizabeth Hogan,Brasserie Dieu De Ciel!: Peche Mortel,8.0
Elizabeth Hogan,Brooklyn Brewery: Brooklyn Local 1,5.0
Elizabeth Hogan,Flying Monkeys Craft Brewery: Hoptical Illusion,6.0
Elizabeth Hogan,Sierra Nevada Brewing Co.: Pale Ale,4.0
Elizabeth Hogan,Bellwoods Brewery: Jelly King,10.0
Elizabeth Hogan,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,6.0
Elizabeth Hogan,Collective Arts Brewing: Collective Project: Sour Dry Hopped with Raspberry,7.0
Elizabeth Hogan,Sawdust City Brewing Co.: Lone Pine,7.0
Elizabeth Hogan,Great Lakes Brewery: Great Lakes Karma Citra IPA,8.0
Elizabeth Hogan,Bellwoods Brewery: Lost River Baltic Porter,9.0
Elizabeth Hogan,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,5.0
Elizabeth Hogan,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,7.0
Elizabeth Hogan,Nickel Brook Brewing Company: Cause & Effect,7.0
Elizabeth Hogan,Flying Monkeys Craft Brewery: Flying Monkeys Paranormal Imperial Pumpkin Ale,4.0
